frame_id,distance_m
1780,0.3464
1781,0.3446
1782,0.343
1783,0.3404
1784,0.338
1785,0.3346
1786,0.3322
1787,0.3304
1788,0.3302
1789,0.3304
1790,0.331
1791,0.3316
1792,0.332
1793,0.3306
1794,0.3288
1795,0.3274
1796,0.3258
1797,0.3238
1798,0.323
1799,0.3224
1800,0.3218
1801,0.321
1802,0.3206
1803,0.3202
1804,0.3196
1805,0.319
1806,0.3184
1807,0.3178
1808,0.3174
1809,0.3172
1810,0.317
1811,0.317
1812,0.3172
1813,0.3174
1814,0.3178
1815,0.3182
1816,0.3188
1817,0.3194
1818,0.3202
1819,0.3214
1820,0.3232
1821,0.3254
1822,0.3276
1823,0.3298
1824,0.3316
1825,0.3328
1826,0.3336
1827,0.3342
1828,0.3344
1829,0.334
1830,0.333
1831,0.335
1832,0.337
1833,0.3368
1834,0.3368
1835,0.3378
1836,0.336
1837,0.3354
1838,0.3384
1839,0.3456
1840,0.3532
1841,0.3596
1842,0.3624
1843,0.3626
1844,0.3572
1845,0.35
1846,0.3428
1847,0.3376
1848,0.3334
1849,0.3308
1850,0.3288
1851,0.3268
1852,0.3248
1853,0.323
1854,0.3214
1855,0.3202
1856,0.32
1857,0.3204
1858,0.3204
1859,0.3186
1860,0.3158
1861,0.313
1862,0.3104
1863,0.308
1864,0.3066
1865,0.306
1866,0.305
1867,0.3034
1868,0.302
1869,0.3014
1870,0.3014
1871,0.3016
1872,0.302
1873,0.3026
1874,0.303
1875,0.303
1876,0.3034
1877,0.3036
1878,0.3036
1879,0.3034
1880,0.3032
1881,0.3022
1882,0.3012
1883,0.3004
1884,0.2996
1885,0.2988
1886,0.2986
1887,0.2986
1888,0.2988
1889,0.2994
1890,0.3002
1891,0.3008
1892,0.3014
1893,0.3016
1894,0.3016
1895,0.3012
1896,0.3008
1897,0.3002
1898,0.2998
1899,0.2992
1900,0.299
1901,0.2988
1902,0.2986
1903,0.2984
1904,0.2984
1905,0.2982
1906,0.2982
1907,0.2986
1908,0.299
1909,0.2994
1910,0.2998
1911,0.3002
1912,0.3002
1913,0.2998
1914,0.2992
1915,0.2986
1916,0.2984
1917,0.2978
1918,0.2974
1919,0.2968
1920,0.2958
1921,0.2942
1922,0.293
1923,0.292
1924,0.2912
1925,0.2906
1926,0.2898
1927,0.2892
1928,0.2886
1929,0.2882
1930,0.2882
1931,0.2882
1932,0.2888
1933,0.289
1934,0.2892
1935,0.2894
1936,0.29
1937,0.2902
1938,0.2908
1939,0.2912
1940,0.2914
1941,0.2916
1942,0.2916
1943,0.292
1944,0.2928
1945,0.294
1946,0.2954
1947,0.297
1948,0.2988
1949,0.3008
1950,0.3026
1951,0.304
1952,0.3052
1953,0.306
1954,0.3064
1955,0.3068
1956,0.3076
1957,0.3084
1958,0.3088
1959,0.3088
1960,0.3084
1961,0.3078
1962,0.3072
1963,0.307
1964,0.3072
1965,0.3076
1966,0.308
1967,0.3084
1968,0.309
1969,0.3098
1970,0.3108
1971,0.3116
1972,0.3124
1973,0.3128
1974,0.3132
1975,0.3134
1976,0.3136
1977,0.3138
1978,0.3142
1979,0.3144
1980,0.3148
1981,0.3154
1982,0.3164
1983,0.3178
1984,0.3198
1985,0.3228
1986,0.3262
1987,0.33
1988,0.3334
1989,0.3364
1990,0.3384
1991,0.34
1992,0.3412
1993,0.3426
1994,0.3438
1995,0.3448
1996,0.3456
1997,0.3448
1998,0.3366
1999,0.3282
2000,0.3198
2001,0.31
2002,0.301
2003,0.2988
2004,0.2968
2005,0.295
2006,0.2952
2007,0.2958
2008,0.2962
2009,0.3014
2010,0.3006
2011,0.2994
2012,0.2976
2013,0.2958
2014,0.289
2015,0.2878
2016,0.286
2017,0.2944
2018,0.3028
2019,0.311
2020,0.319
2021,0.3272
2022,0.3256
2023,0.3246
2024,0.3242
2025,0.3244
2026,0.3248
2027,0.3254
2028,0.3258
2029,0.3264
2030,0.3268
2031,0.3272
2032,0.3278
2033,0.3282
2034,0.3282
2035,0.3284
2036,0.3286
2037,0.3286
2038,0.3288
2039,0.329
2040,0.3292
2041,0.3294
2042,0.3296
2043,0.3296
2044,0.3296
2045,0.3292
2046,0.3288
2047,0.3282
2048,0.3278
2049,0.327
2050,0.3264
2051,0.3258
2052,0.3254
2053,0.3252
2054,0.3252
2055,0.325
2056,0.3246
2057,0.324
2058,0.3246
2059,0.327
2060,0.3292
2061,0.329
2062,0.3254
2063,0.3206
2064,0.3144
2065,0.3082
2066,0.304
2067,0.3032
2068,0.302
2069,0.3006
2070,0.2996
2071,0.2994
2072,0.2996
2073,0.3002
2074,0.3008
2075,0.3016
2076,0.3048
2077,0.3092
2078,0.315
2079,0.3208
2080,0.3258
2081,0.3278
2082,0.3286
2083,0.3282
2084,0.3276
2085,0.3272
2086,0.327
2087,0.3264
2088,0.3254
2089,0.3246
2090,0.3242
2091,0.324
2092,0.3238
2093,0.3236
2094,0.3234
2095,0.3232
2096,0.323
2097,0.3232
2098,0.3234
2099,0.3238
2100,0.3244
2101,0.325
2102,0.3256
2103,0.3264
2104,0.327
2105,0.3274
2106,0.3278
2107,0.328
2108,0.328
2109,0.328
2110,0.328
2111,0.328
2112,0.3278
2113,0.3278
2114,0.3276
2115,0.3274
2116,0.327
2117,0.3268
2118,0.3262
2119,0.3258
2120,0.3254
2121,0.3252
2122,0.3252
2123,0.3254
2124,0.3256
2125,0.3258
2126,0.3258
2127,0.3256
2128,0.3254
2129,0.3252
2130,0.325
2131,0.3252
2132,0.3254
2133,0.3258
2134,0.3262
2135,0.3264
2136,0.3262
2137,0.326
2138,0.3256
2139,0.3252
2140,0.325
2141,0.325
2142,0.325
2143,0.325
2144,0.325
2145,0.325
2146,0.325
2147,0.325
2148,0.3252
2149,0.3252
2150,0.3252
2151,0.3254
2152,0.3252
2153,0.3244
2154,0.3238
2155,0.323
2156,0.322
2157,0.3216
2158,0.3222
2159,0.3232
2160,0.3248
2161,0.3264
2162,0.327
2163,0.3268
2164,0.3258
2165,0.3242
2166,0.3226
2167,0.3218
2168,0.3214
2169,0.3216
2170,0.322
2171,0.322
2172,0.3212
2173,0.3194
2174,0.3162
2175,0.3124
2176,0.3074
2177,0.3026
2178,0.2978
2179,0.292
2180,0.2844
2181,0.2754
2182,0.2638
2183,0.25
2184,0.2362
2185,0.2228
2186,0.2104
2187,0.1982
2188,0.1868
2189,0.1754
2190,0.1636
2191,0.1536
2192,0.1498
2193,0.1444
2194,0.1422
2195,0.142
2196,0.144
2197,0.1436
2198,0.1464
2199,0.15
2200,0.215
2201,nan
2202,nan
2203,nan
2204,nan
2205,nan
2206,nan
2207,nan
2208,nan
2209,nan
2210,nan
2211,nan
2212,nan
2213,nan
2213,nan
2214,nan
2215,nan
2216,nan
2217,nan
2218,nan
2219,nan
2220,nan
2221,nan
2222,nan
2223,nan
2224,nan
2225,nan
2226,nan
2227,nan
2228,nan
2229,nan
2230,nan
2231,nan
2232,nan
2233,nan
2234,0.2074
2235,0.1988
2236,0.1904
2237,0.1798
2238,0.1078
2239,0.1056
2240,0.1036
2241,0.102
2242,0.1006
2243,0.0996
2244,0.0992
2245,0.099
2246,0.0988
2247,0.0988
2248,0.0986
2249,0.0988
2250,0.0986
2251,0.0984
2252,0.098
2253,0.0978
2254,0.0976
2255,0.0974
2256,0.0972
2257,0.0972
2258,0.0972
2259,0.097
2260,0.0966
2261,0.0952
2262,0.0938
2263,0.0924
2264,0.091
2265,0.09
2266,0.0902
2267,0.0904
2268,0.0906
2269,0.0996
2270,0.1086
2271,0.116
2272,0.1166
2273,0.1162
2274,0.1068
2275,0.0974
2276,0.0894
2278,0.0884
2279,0.0884
2280,0.0886
2281,0.0888
2282,0.0912
2283,0.0938
2284,0.0974
2285,0.101
2286,0.202
2286,0.2038
2287,0.207
2288,0.2118
2289,0.2152
2290,0.121
2291,0.1256
2292,0.128
2293,nan
2294,0.1264
2295,0.1244
2295,0.1224
2296,0.123
2297,0.1188
2298,0.1152
2298,0.1134
2299,0.1116
2300,0.1052
2301,0.1034
2302,0.102
2304,0.0992
2305,0.0964
2306,0.094
2307,0.0924
2308,0.0912
2309,0.0914
2310,0.0918
2311,0.092
2312,0.0922
2313,0.0924
2314,0.0926
2315,0.093
2316,0.0932
2317,0.0934
2318,0.0934
2319,0.0936
2320,0.0934
2321,0.0934
2322,0.0932
2323,0.0932
2324,0.093
2325,0.093
2326,0.093
2327,0.093
2328,0.093
2329,0.0938
2330,0.0958
2331,0.098
2332,0.0998
2333,0.1032
2334,0.1068
2335,0.1056
2336,0.1036
2337,0.1018
2338,0.0984
2339,0.0942
2340,0.0936
2341,0.0934
2342,0.0934
2343,0.0934
2344,0.0932
2345,0.093
2346,0.093
2347,0.093
2348,0.093
2349,0.093
2350,0.093
2351,0.093
2352,0.093
2353,0.093
2354,0.0932
2355,0.0932
2356,0.0934
2357,0.0936
2358,0.0936
2359,0.0936
2360,0.0938
2361,0.0936
2362,0.0936
2363,0.0938
2364,0.0938
2365,0.0936
2366,0.0936
2367,0.0934
2368,0.0934
2369,0.0934
2370,0.0936
2371,0.0938
2372,0.094
2373,0.094
2374,0.0938
2375,0.0938
2376,0.0936
2377,0.0934
2378,0.0932
2379,0.0932
2380,0.0932
2381,0.0932
2382,0.0934
2383,0.0936
2384,0.0938
2385,0.0938
2386,0.094
2387,0.094
2388,0.094
2389,0.0938
2390,0.0938
2391,0.0936
2392,0.0935
2393,0.0933
2394,0.0933
2395,0.0931
2396,0.0931
2397,0.093
2398,0.0932
2399,0.0932
2400,0.0934
2401,0.0936
2402,0.0938
2403,0.0938
2404,0.0938
2405,0.0936
2406,0.0936
2407,0.0936
2408,0.0936
2409,0.0936
2410,0.0936
2411,0.0934
2412,0.0932
2413,0.0932
2414,0.0934
2415,0.0936
2416,0.0936
2417,0.0938
2418,0.0938
2419,0.0938
2420,0.0936
2421,0.0938
2422,0.0938
2423,0.0938
2424,0.0938
2425,0.094
2426,0.094
2427,0.094
2428,0.094
2429,0.094
2430,0.0938
2431,0.0938
2432,0.0938
2433,0.0938
2434,0.0938
2435,0.094
2436,0.0938
2437,0.0936
2438,0.0936
2439,0.0936
2440,0.0934
2441,0.0936
2442,0.0936
2443,0.0934
2444,0.0932
2445,0.0932
2446,0.093
2447,0.093
2448,0.093
2449,0.093
2450,0.093
2451,0.093
2452,0.093
2453,0.093
2454,0.093
2455,0.093
2456,0.093
2457,0.093
2458,0.0932
2459,0.0932
2460,0.0932
2461,0.0932
2462,0.0932
2463,0.093
2464,0.093
2465,0.093
2466,0.093
2467,0.093
2468,0.093
2469,0.093
2470,0.093
2471,0.093
2472,0.0932
2473,0.0932
2474,0.0932
2475,0.0932
2476,0.0934
2477,0.0932
2478,0.0932
2479,0.0932
2480,0.0934
2481,0.0932
2482,0.0932
2483,0.0932
2484,0.0932
2485,0.0932
2486,0.0934
2487,0.0934
2488,0.0936
2489,0.0936
2490,0.0934
2491,0.0932
2492,0.0932
2493,0.093
2494,0.093
2495,0.093
2496,0.093
2497,0.093
2498,0.093
2499,0.0932
2500,0.0932
2501,0.0932
2502,0.0932
2503,0.0932
2504,0.093
2505,0.093
2506,0.093
2507,0.093
2508,0.093
2509,0.093
2510,0.093
2511,0.093
2512,0.0932
2513,0.0934
2514,0.0934
2515,0.0934
2516,0.0934
2517,0.0932
2518,0.093
2519,0.093
2520,0.0932
2521,0.0934
2522,0.0934
2523,0.0934
2524,0.0934
2525,0.0932
2526,0.093
2527,0.093
2528,0.093
2529,0.093
2530,0.093
2531,0.093
2532,0.093
2533,0.0932
2534,0.0932
2535,0.0934
2536,0.0934
2537,0.0934
2538,0.0932
2539,0.0932
2540,0.093
2541,0.093
2542,0.093
2543,0.093
2544,0.093
2545,0.093
2546,0.093
2547,0.0931
2548,0.0933
2549,0.0933
2550,0.0933
2551,0.0933
2552,0.0932
2553,0.093
2554,0.093
2555,0.093
2556,0.093
2557,0.093
2558,0.093
2559,0.093
2560,0.093
2561,0.093
2562,0.093
2563,0.093
2564,0.0932
2565,0.0932
2566,0.0932
2567,0.0932
2568,0.0932
2569,0.0932
2570,0.0932
2571,0.0932
2572,0.0932
2573,0.0932
2574,0.093
2575,0.093
2576,0.093
2577,0.093
2578,0.093
2579,0.093
2580,0.093
2581,0.093
2582,0.093
2583,0.093
2584,0.093
2585,0.093
2586,0.093
2587,0.093
2588,0.093
2589,0.093
2590,0.093
2591,0.093
2592,0.093
2593,0.093
2594,0.093
2595,0.0932
2596,0.0932
2597,0.0932
2598,0.0932
2599,0.0932
2600,0.0931
2601,0.0931
2602,0.0933
2603,0.0933
2604,0.0933
2605,0.0932
2606,0.0932
2607,0.093
2608,0.093
2609,0.093
2610,0.093
2611,0.093
2612,0.093
2613,0.093
2614,0.0932
2615,0.0932
2616,0.0934
2617,0.0936
2618,0.0938
2619,0.0936
2620,0.0936
2621,0.0934
2622,0.0932
2623,0.093
2624,0.093
2625,0.093
2626,0.0932
2627,0.0934
2628,0.0934
2629,0.0934
2630,0.0934
2631,0.0932
2632,0.093
2633,0.093
2634,0.093
2635,0.093
2636,0.093
2637,0.093
2638,0.093
2639,0.093
2640,0.093
2641,0.093
2642,0.093
2643,0.0932
2644,0.0932
2645,0.0932
2646,0.0932
2647,0.0932
2648,0.093
2649,0.093
2650,0.093
2651,0.093
2652,0.0932
2653,0.0932
2654,0.0932
2655,0.0932
2656,0.0932
2657,0.093
2658,0.0932
2659,0.0932
2660,0.0934
2661,0.0936
2662,0.0938
2663,0.0938
2664,0.0938
2665,0.0938
2666,0.0938
2667,0.0938
2668,0.0938
2669,0.0938
2670,0.0938
2671,0.0938
2672,0.0938
2673,0.0938
2674,0.094
2675,0.094
2676,0.0938
2677,0.0936
2678,0.0936
2679,0.0936
2680,0.0936
2681,0.0936
2682,0.0936
2683,0.0936
2684,0.0936
2685,0.0936
2686,0.0938
2687,0.0938
2688,0.0938
2689,0.0936
2690,0.0936
2691,0.0934
2692,0.0936
2693,0.0934
2694,0.0934
2695,0.0934
2696,0.0936
2697,0.0936
2698,0.0938
2699,0.0938
2700,0.0938
2701,0.0936
2702,0.0936
2703,0.0934
2704,0.0936
2705,0.0934
2706,0.0936
2707,0.0934
2708,0.0936
2709,0.0934
2710,0.0934
2711,0.0934
2712,0.0936
2713,0.0934
2714,0.0934
2715,0.0936
2716,0.0936
2717,0.0936
2718,0.0936
2719,0.0936
2720,0.0936
2721,0.0936
2722,0.0936
2723,0.0937
2724,0.0939
2725,0.0939
2726,0.0939
2727,0.0939
2728,0.094
2729,0.094
2730,0.094
2731,0.094
2732,0.094
2733,0.094
2734,0.094
2735,0.094
2736,0.094
2737,0.0938
2738,0.0938
2739,0.0938
2740,0.0936
2741,0.0936
2742,0.0938
2743,0.0938
2744,0.0938
2745,0.094
2746,0.094
2747,0.094
2748,0.0938
2749,0.0936
2750,0.0936
2751,0.0934
2752,0.0934
2753,0.0936
2754,0.0936
2755,0.0936
2756,0.0936
2757,0.0936
2758,0.0936
2759,0.0936
2760,0.0936
2761,0.0936
2762,0.0934
2763,0.0932
2764,0.0934
2765,0.0934
2766,0.0934
2767,0.0935
2768,0.0935
2769,0.0933
2770,0.0932
2771,0.0934
2772,0.0933
2773,0.0935
2774,0.0935
2775,0.0934
2776,0.0932
2777,0.0932
2778,0.093
2779,0.093
2780,0.093
2781,0.0931
2782,0.0931
2783,0.0933
2784,0.0935
2785,0.0935
2786,0.0934
2787,0.0936
2788,0.0936
2789,0.0934
2790,0.0936
2791,0.0938
2792,0.0938
2793,0.0938
2794,0.0938
2795,0.0938
2796,0.0938
2797,0.0937
2798,0.0937
2799,0.0939
2800,0.0937
2801,0.0935
2802,0.0936
2803,0.0936
2804,0.0936
2805,0.0936
2806,0.0938
2807,0.0938
2808,0.0938
2809,0.0938
2810,0.094
2811,0.094
2812,0.094
2813,0.094
2814,0.0938
2815,0.0937
2816,0.0936
2817,0.0936
2818,0.0936
2819,0.0938
2820,0.0937
2821,0.0938
2822,0.0938
2823,0.0936
2824,0.0936
2825,0.0938
2826,0.0938
2827,0.0936
2828,0.0938
2829,0.0936
2830,0.0936
2831,0.0934
2832,0.0934
2833,0.0932
2834,0.0934
2835,0.0932
2836,0.0932
2837,0.0932
2838,0.0932
2839,0.093
2840,0.093
